id,subject,body,label,email_text
187,Lunch this Friday?,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Lunch this Friday? Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
188,Your Netflix Subscription Payment Failed,"Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify",phishing,"Your Netflix Subscription Payment Failed Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify"
189,Invoice #4521 Attached,Please find attached invoice #6802 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Invoice #4521 Attached Please find attached invoice #6802 for services rendered last month. Let us know if you have any questions regarding the charges.
190,HR Notice: Update Your Payroll Details Immediately,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://bankofamerica-alert.info/verify, or your subscription will be cancelled.",phishing,"HR Notice: Update Your Payroll Details Immediately We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://bankofamerica-alert.info/verify, or your subscription will be cancelled."
191,Monthly Statement Now Available,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Monthly Statement Now Available Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
192,Your Order Has Shipped,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Your Order Has Shipped Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
193,Action Required: Verify Your Bank Account Now,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.,phishing,Action Required: Verify Your Bank Account Now Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.
194,Congratulations! You Are Selected for a Cash Prize,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://amazon-order-issue.support/reactivate",phishing,"Congratulations! You Are Selected for a Cash Prize Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://amazon-order-issue.support/reactivate"
195,Meeting Rescheduled to 3 PM Tomorrow,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Meeting Rescheduled to 3 PM Tomorrow Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
196,IMPORTANT: Your PayPal Account Has Been Limited,"Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://netflix-billing-update.xyz/pay",phishing,"IMPORTANT: Your PayPal Account Has Been Limited Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://netflix-billing-update.xyz/pay"
197,Notes from Today's Standup Meeting,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Notes from Today's Standup Meeting Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
198,Final Notice: Update Your Payment Information,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"Final Notice: Update Your Payment Information As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
199,HR Notice: Update Your Payroll Details Immediately,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://secure-verify-account.com/login to release your package.",phishing,"HR Notice: Update Your Payroll Details Immediately Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://secure-verify-account.com/login to release your package."
200,IMPORTANT: Your PayPal Account Has Been Limited,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://amazon-order-issue.support/reactivate to release your package.",phishing,"IMPORTANT: Your PayPal Account Has Been Limited Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://amazon-order-issue.support/reactivate to release your package."
201,Your Order Has Shipped,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Your Order Has Shipped Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
202,Your Apple ID Has Been Locked,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://netflix-billing-update.xyz/pay by end of day.",phishing,"Your Apple ID Has Been Locked As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://netflix-billing-update.xyz/pay by end of day."
203,Thanks for Attending Our Webinar,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Thanks for Attending Our Webinar This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
204,HR Notice: Update Your Payroll Details Immediately,"Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"HR Notice: Update Your Payroll Details Immediately Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
205,Action Required: Verify Your Bank Account Now,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://irs-refund-claim.online/verify, or your subscription will be cancelled.",phishing,"Action Required: Verify Your Bank Account Now We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://irs-refund-claim.online/verify, or your subscription will be cancelled."
206,Welcome to the Team!,"Hi, your recent order #8483 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account.",legitimate,"Welcome to the Team! Hi, your recent order #8483 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account."
207,Your Order Has Shipped,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Your Order Has Shipped Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
208,Your Package Could Not Be Delivered - Confirm Address,"Congratulations! Your email has been randomly selected to win a $500 Amazon Voucher. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify",phishing,"Your Package Could Not Be Delivered - Confirm Address Congratulations! Your email has been randomly selected to win a $500 Amazon Voucher. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify"
209,Notes from Today's Standup Meeting,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Notes from Today's Standup Meeting Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
210,Congratulations on Your Promotion,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Congratulations on Your Promotion Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
211,Welcome to the Team!,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Welcome to the Team! Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
212,Invoice #4521 Attached,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Invoice #4521 Attached Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
213,Welcome to the Team!,Please find attached invoice #8048 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Welcome to the Team! Please find attached invoice #8048 for services rendered last month. Let us know if you have any questions regarding the charges.
214,Password Expiry Notice - Reset Now to Avoid Lockout,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://amazon-order-issue.support/reactivate to receive the funds today.,phishing,Password Expiry Notice - Reset Now to Avoid Lockout Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://amazon-order-issue.support/reactivate to receive the funds today.
215,Weekly Newsletter: Team Updates,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Weekly Newsletter: Team Updates Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
216,Urgent: Your Account Will Be Suspended,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://apple-id-unlock.co/signin and login with your credentials to upgrade your storage now.,phishing,Urgent: Your Account Will Be Suspended This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://apple-id-unlock.co/signin and login with your credentials to upgrade your storage now.
217,Your Apple ID Has Been Locked,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://secure-verify-account.com/login and login with your credentials to upgrade your storage now.,phishing,Your Apple ID Has Been Locked This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://secure-verify-account.com/login and login with your credentials to upgrade your storage now.
218,Congratulations! You Are Selected for a Cash Prize,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://bankofamerica-alert.info/verify by end of day.",phishing,"Congratulations! You Are Selected for a Cash Prize As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://bankofamerica-alert.info/verify by end of day."
219,Your Apple ID Has Been Locked,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://netflix-billing-update.xyz/pay immediately and enter your password to secure your account.",phishing,"Your Apple ID Has Been Locked Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://netflix-billing-update.xyz/pay immediately and enter your password to secure your account."
220,Monthly Statement Now Available,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Monthly Statement Now Available Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
221,Immediate Action Needed: Tax Refund Pending,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day.",phishing,"Immediate Action Needed: Tax Refund Pending As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day."
222,Security Alert: Unusual Sign-in Activity Detected,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://netflix-billing-update.xyz/pay and login with your credentials to upgrade your storage now.,phishing,Security Alert: Unusual Sign-in Activity Detected This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://netflix-billing-update.xyz/pay and login with your credentials to upgrade your storage now.
223,Your Amazon Order Could Not Be Processed,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://paypal-update-info.net/confirm and login with your credentials to upgrade your storage now.,phishing,Your Amazon Order Could Not Be Processed This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://paypal-update-info.net/confirm and login with your credentials to upgrade your storage now.
224,Meeting Rescheduled to 3 PM Tomorrow,This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.,legitimate,Meeting Rescheduled to 3 PM Tomorrow This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.
225,Monthly Statement Now Available,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Monthly Statement Now Available Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
226,Action Required: Verify Your Bank Account Now,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://amazon-order-issue.support/reactivate and login with your credentials to upgrade your storage now.,phishing,Action Required: Verify Your Bank Account Now This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://amazon-order-issue.support/reactivate and login with your credentials to upgrade your storage now.
227,Your Netflix Subscription Payment Failed,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://secure-verify-account.com/login, or your subscription will be cancelled.",phishing,"Your Netflix Subscription Payment Failed We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://secure-verify-account.com/login, or your subscription will be cancelled."
228,Welcome to the Team!,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Welcome to the Team! Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
229,Password Expiry Notice - Reset Now to Avoid Lockout,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://irs-refund-claim.online/verify, or your subscription will be cancelled.",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://irs-refund-claim.online/verify, or your subscription will be cancelled."
230,Weekly Newsletter: Team Updates,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Weekly Newsletter: Team Updates Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
231,Reminder: Submit Timesheet by EOD,Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.,legitimate,Reminder: Submit Timesheet by EOD Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.
232,Invoice #4521 Attached,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Invoice #4521 Attached Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
233,Meeting Rescheduled to 3 PM Tomorrow,Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.,legitimate,Meeting Rescheduled to 3 PM Tomorrow Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.
234,Security Alert: Unusual Sign-in Activity Detected,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://netflix-billing-update.xyz/pay to receive the funds today.,phishing,Security Alert: Unusual Sign-in Activity Detected Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://netflix-billing-update.xyz/pay to receive the funds today.
235,Your Invoice is Overdue - Pay Immediately,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account.",phishing,"Your Invoice is Overdue - Pay Immediately Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account."
236,Congratulations on Your Promotion,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Congratulations on Your Promotion Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
237,Your Apple ID Has Been Locked,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://amazon-order-issue.support/reactivate by end of day.",phishing,"Your Apple ID Has Been Locked As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://amazon-order-issue.support/reactivate by end of day."
238,Final Notice: Update Your Payment Information,"Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://amazon-order-issue.support/reactivate",phishing,"Final Notice: Update Your Payment Information Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://amazon-order-issue.support/reactivate"
239,Feedback on the Design Draft,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Feedback on the Design Draft Your monthly account statement is now available in your online banking portal under the statements section.
240,Immediate Action Needed: Tax Refund Pending,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://netflix-billing-update.xyz/pay and login with your credentials to upgrade your storage now.,phishing,Immediate Action Needed: Tax Refund Pending This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://netflix-billing-update.xyz/pay and login with your credentials to upgrade your storage now.
241,Congratulations on Your Promotion,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Congratulations on Your Promotion Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
242,Reminder: Doctor's Appointment on Monday,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Reminder: Doctor's Appointment on Monday Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
243,Congratulations! You Are Selected for a Cash Prize,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://irs-refund-claim.online/verify immediately and enter your password to secure your account.",phishing,"Congratulations! You Are Selected for a Cash Prize Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://irs-refund-claim.online/verify immediately and enter your password to secure your account."
244,Your Apple ID Has Been Locked,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://apple-id-unlock.co/signin to restore access.,phishing,Your Apple ID Has Been Locked Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://apple-id-unlock.co/signin to restore access.
245,Reminder: Submit Timesheet by EOD,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Reminder: Submit Timesheet by EOD Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
246,Congratulations! You Are Selected for a Cash Prize,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day.",phishing,"Congratulations! You Are Selected for a Cash Prize As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day."
247,Project Status Update - Q3 Report,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Project Status Update - Q3 Report Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
248,IMPORTANT: Your PayPal Account Has Been Limited,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://apple-id-unlock.co/signin to receive the funds today.,phishing,IMPORTANT: Your PayPal Account Has Been Limited Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://apple-id-unlock.co/signin to receive the funds today.
249,Notes from Today's Standup Meeting,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Notes from Today's Standup Meeting Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
250,Final Notice: Update Your Payment Information,Your Apple ID has been locked for security reasons. Click http://amazon-order-issue.support/reactivate and sign in with your Apple ID and password to unlock your account instantly.,phishing,Final Notice: Update Your Payment Information Your Apple ID has been locked for security reasons. Click http://amazon-order-issue.support/reactivate and sign in with your Apple ID and password to unlock your account instantly.
251,Feedback on the Design Draft,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Feedback on the Design Draft Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
252,Your Netflix Subscription Payment Failed,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"Your Netflix Subscription Payment Failed As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
253,Final Notice: Update Your Payment Information,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://bankofamerica-alert.info/verify to restore access.,phishing,Final Notice: Update Your Payment Information Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://bankofamerica-alert.info/verify to restore access.
254,Urgent: Your Account Will Be Suspended,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://bankofamerica-alert.info/verify to release your package.",phishing,"Urgent: Your Account Will Be Suspended Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://bankofamerica-alert.info/verify to release your package."
255,HR Notice: Update Your Payroll Details Immediately,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://netflix-billing-update.xyz/pay",phishing,"HR Notice: Update Your Payroll Details Immediately Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://netflix-billing-update.xyz/pay"
256,Your Netflix Subscription Payment Failed,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account.",phishing,"Your Netflix Subscription Payment Failed Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account."
257,You've Won a $1000 Gift Card - Claim Now!,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled.",phishing,"You've Won a $1000 Gift Card - Claim Now! We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled."
258,Security Alert: Unusual Sign-in Activity Detected,"Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify",phishing,"Security Alert: Unusual Sign-in Activity Detected Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify"
259,Urgent: Your Account Will Be Suspended,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day.",phishing,"Urgent: Your Account Will Be Suspended As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://paypal-update-info.net/confirm by end of day."
260,Your Order Has Shipped,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Your Order Has Shipped Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
261,Monthly Statement Now Available,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Monthly Statement Now Available Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
262,You've Won a $1000 Gift Card - Claim Now!,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://apple-id-unlock.co/signin",phishing,"You've Won a $1000 Gift Card - Claim Now! Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://apple-id-unlock.co/signin"
263,Action Required: Verify Your Bank Account Now,"Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://netflix-billing-update.xyz/pay",phishing,"Action Required: Verify Your Bank Account Now Congratulations! Your email has been randomly selected to win a Free iPhone 15. To claim your reward, please provide your bank details and click here: http://netflix-billing-update.xyz/pay"
264,Your Package Could Not Be Delivered - Confirm Address,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"Your Package Could Not Be Delivered - Confirm Address As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
265,Project Status Update - Q3 Report,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Project Status Update - Q3 Report Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
266,Thanks for Attending Our Webinar,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Thanks for Attending Our Webinar Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
267,Your Flight Itinerary Confirmation,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Your Flight Itinerary Confirmation Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
268,Final Notice: Update Your Payment Information,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://secure-verify-account.com/login and login with your credentials to upgrade your storage now.,phishing,Final Notice: Update Your Payment Information This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://secure-verify-account.com/login and login with your credentials to upgrade your storage now.
269,Congratulations! You Are Selected for a Cash Prize,"Congratulations! Your email has been randomly selected to win a $500 Amazon Voucher. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify",phishing,"Congratulations! You Are Selected for a Cash Prize Congratulations! Your email has been randomly selected to win a $500 Amazon Voucher. To claim your reward, please provide your bank details and click here: http://irs-refund-claim.online/verify"
270,Project Status Update - Q3 Report,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Project Status Update - Q3 Report Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
271,Action Required: Verify Your Bank Account Now,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.,phishing,Action Required: Verify Your Bank Account Now This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.
272,Lunch this Friday?,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Lunch this Friday? Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
273,Project Status Update - Q3 Report,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Project Status Update - Q3 Report Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
274,Security Alert: Unusual Sign-in Activity Detected,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://amazon-order-issue.support/reactivate by end of day.",phishing,"Security Alert: Unusual Sign-in Activity Detected As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://amazon-order-issue.support/reactivate by end of day."
275,Project Status Update - Q3 Report,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Project Status Update - Q3 Report Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
276,Welcome to the Team!,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Welcome to the Team! Your monthly account statement is now available in your online banking portal under the statements section.
277,Urgent: Your Account Will Be Suspended,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify",phishing,"Urgent: Your Account Will Be Suspended Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify"
278,Action Required: Verify Your Bank Account Now,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm",phishing,"Action Required: Verify Your Bank Account Now Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm"
279,Meeting Rescheduled to 3 PM Tomorrow,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Meeting Rescheduled to 3 PM Tomorrow Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
280,Action Required: Verify Your Bank Account Now,Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.,phishing,Action Required: Verify Your Bank Account Now Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.
281,HR Notice: Update Your Payroll Details Immediately,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm",phishing,"HR Notice: Update Your Payroll Details Immediately Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm"
